NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Ano (Código),Ano,Variável (Código),Variável,Classificação Nacional de Atividades Econômicas (CNAE 2.0) (Código),Classificação Nacional de Atividades Econômicas (CNAE 2.0),Faixas de pessoal ocupado assalariado (Código),Faixas de pessoal ocupado assalariado
1,Brasil,2,%,93.79085,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,2,%,95.00000,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,2,%,76.31980,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,2,%,75.55110,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,2,%,84.36364,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,2,%,87.50000,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,2,%,74.19252,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117861,S Outras atividades de serviços,9504,Total
1,Brasil,2,%,73.51916,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,2,%,91.82692,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,2,%,94.73684,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13235,Taxa de 1 ano de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,2,%,59.63253,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117897,Total,9504,Total
1,Brasil,2,%,58.04087,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,2,%,80.03141,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,2,%,81.61994,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,2,%,62.19568,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,2,%,59.90441,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,2,%,75.37879,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,2,%,90.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,2,%,58.56777,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,2,%,56.50970,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,2,%,82.14286,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,2,%,62.70968,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,2,%,60.37786,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,2,%,82.00197,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,2,%,83.56808,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,2,%,73.94958,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,2,%,72.72727,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,2,%,61.56969,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,2,%,59.32203,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,2,%,77.61194,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,2,%,78.26087,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,2,%,47.48433,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117329,F Construção,9504,Total
1,Brasil,2,%,45.14046,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,2,%,63.63636,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,2,%,65.40284,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,2,%,59.22794,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,2,%,58.05750,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,2,%,82.34013,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
1,Brasil,2,%,83.71336,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,73113,50 ou mais pessoas
1,Brasil,2,%,57.45563,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9504,Total
1,Brasil,2,%,55.50000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",9502,1 a 9 pessoas
1,Brasil,2,%,82.45399,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",46281,10 a 49 pessoas
1,Brasil,2,%,92.48120,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117484,"H Transporte, armazenagem e correio",73113,50 ou mais pessoas
1,Brasil,2,%,56.27054,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117543,I Alojamento e alimentação,9504,Total
1,Brasil,2,%,53.42517,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117543,I Alojamento e alimentação,9502,1 a 9 pessoas
1,Brasil,2,%,81.70827,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117543,I Alojamento e alimentação,46281,10 a 49 pessoas
1,Brasil,2,%,86.48649,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117543,I Alojamento e alimentação,73113,50 ou mais pessoas
1,Brasil,2,%,65.19925,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117555,J Informação e comunicação,9504,Total
1,Brasil,2,%,63.76615,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117555,J Informação e comunicação,9502,1 a 9 pessoas
1,Brasil,2,%,81.15942,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117555,J Informação e comunicação,46281,10 a 49 pessoas
1,Brasil,2,%,88.57143,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117555,J Informação e comunicação,73113,50 ou mais pessoas
1,Brasil,2,%,62.75000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9504,Total
1,Brasil,2,%,61.64280,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",9502,1 a 9 pessoas
1,Brasil,2,%,82.11382,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",46281,10 a 49 pessoas
1,Brasil,2,%,86.95652,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117608,"K Atividades financeiras, de seguros e serviços relacionados",73113,50 ou mais pessoas
1,Brasil,2,%,63.21101,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117666,L Atividades imobiliárias,9504,Total
1,Brasil,2,%,62.45636,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117666,L Atividades imobiliárias,9502,1 a 9 pessoas
1,Brasil,2,%,83.96226,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117666,L Atividades imobiliárias,46281,10 a 49 pessoas
1,Brasil,2,%,76.92308,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117666,L Atividades imobiliárias,73113,50 ou mais pessoas
1,Brasil,2,%,62.27707,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9504,Total
1,Brasil,2,%,61.54760,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",9502,1 a 9 pessoas
1,Brasil,2,%,75.91362,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",46281,10 a 49 pessoas
1,Brasil,2,%,78.68852,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117673,"M Atividades profissionais, científicas e técnicas",73113,50 ou mais pessoas
1,Brasil,2,%,61.45602,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9504,Total
1,Brasil,2,%,58.18788,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,9502,1 a 9 pessoas
1,Brasil,2,%,83.38926,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,46281,10 a 49 pessoas
1,Brasil,2,%,80.79096,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117714,N Atividades administrativas e serviços complementares,73113,50 ou mais pessoas
1,Brasil,2,%,57.14286,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9504,Total
1,Brasil,2,%,25.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",9502,1 a 9 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117774,"O Administração pública, defesa e seguridade social",73113,50 ou mais pessoas
1,Brasil,2,%,68.52207,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117788,P Educação,9504,Total
1,Brasil,2,%,66.04478,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117788,P Educação,9502,1 a 9 pessoas
1,Brasil,2,%,88.12709,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117788,P Educação,46281,10 a 49 pessoas
1,Brasil,2,%,90.24390,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117788,P Educação,73113,50 ou mais pessoas
1,Brasil,2,%,74.62958,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9504,Total
1,Brasil,2,%,74.19527,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,9502,1 a 9 pessoas
1,Brasil,2,%,89.54248,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,46281,10 a 49 pessoas
1,Brasil,2,%,90.00000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117810,Q Saúde humana e serviços sociais,73113,50 ou mais pessoas
1,Brasil,2,%,60.60421,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9504,Total
1,Brasil,2,%,59.08484,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",9502,1 a 9 pessoas
1,Brasil,2,%,76.36364,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",46281,10 a 49 pessoas
1,Brasil,2,%,87.50000,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117838,"R Artes, cultura, esporte e recreação",73113,50 ou mais pessoas
1,Brasil,2,%,54.58906,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117861,S Outras atividades de serviços,9504,Total
1,Brasil,2,%,53.50921,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117861,S Outras atividades de serviços,9502,1 a 9 pessoas
1,Brasil,2,%,84.13462,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117861,S Outras atividades de serviços,46281,10 a 49 pessoas
1,Brasil,2,%,73.68421,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117861,S Outras atividades de serviços,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117888,T Serviços domésticos,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117888,T Serviços domésticos,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117888,T Serviços domésticos,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117888,T Serviços domésticos,73113,50 ou mais pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9504,Total
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,9502,1 a 9 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13236,Taxa de 2 anos de sobrevivência,117892,U Organismos internacionais e outras instituições extraterritoriais,73113,50 ou mais pessoas
1,Brasil,2,%,49.36434,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117897,Total,9504,Total
1,Brasil,2,%,47.72232,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117897,Total,9502,1 a 9 pessoas
1,Brasil,2,%,70.13146,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117897,Total,46281,10 a 49 pessoas
1,Brasil,2,%,75.01558,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117897,Total,73113,50 ou mais pessoas
1,Brasil,2,%,53.19247,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9504,Total
1,Brasil,2,%,51.14180,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",9502,1 a 9 pessoas
1,Brasil,2,%,65.15152,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",46281,10 a 49 pessoas
1,Brasil,2,%,76.66667,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116830,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",73113,50 ou mais pessoas
1,Brasil,2,%,50.12788,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116880,B Indústrias extrativas,9504,Total
1,Brasil,2,%,48.19945,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116880,B Indústrias extrativas,9502,1 a 9 pessoas
1,Brasil,2,%,71.42857,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116880,B Indústrias extrativas,46281,10 a 49 pessoas
1,Brasil,2,%,100.00000,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116880,B Indústrias extrativas,73113,50 ou mais pessoas
1,Brasil,2,%,53.15173,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116910,C Indústrias de transformação,9504,Total
1,Brasil,2,%,50.71719,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116910,C Indústrias de transformação,9502,1 a 9 pessoas
1,Brasil,2,%,73.12623,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116910,C Indústrias de transformação,46281,10 a 49 pessoas
1,Brasil,2,%,76.52582,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,116910,C Indústrias de transformação,73113,50 ou mais pessoas
1,Brasil,2,%,65.54622,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,9504,Total
1,Brasil,2,%,64.54545,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,9502,1 a 9 pessoas
1,Brasil,2,%,87.50000,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,46281,10 a 49 pessoas
1,Brasil,2,%,-,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117296,D Eletricidade e gás,73113,50 ou mais pessoas
1,Brasil,2,%,53.31529,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9504,Total
1,Brasil,2,%,50.69337,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9502,1 a 9 pessoas
1,Brasil,2,%,71.64179,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",46281,10 a 49 pessoas
1,Brasil,2,%,73.91304,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117307,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",73113,50 ou mais pessoas
1,Brasil,2,%,37.83952,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,9504,Total
1,Brasil,2,%,35.74427,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,9502,1 a 9 pessoas
1,Brasil,2,%,52.26031,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,46281,10 a 49 pessoas
1,Brasil,2,%,54.02844,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117329,F Construção,73113,50 ou mais pessoas
1,Brasil,2,%,49.12213,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9504,Total
1,Brasil,2,%,47.90886,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,9502,1 a 9 pessoas
1,Brasil,2,%,72.75787,1,Brasil,2017,2017,13237,Taxa de 3 anos de sobrevivência,117363,G Comércio; reparação de veículos automotores e motocicletas,46281,10 a 49 pessoas
